+-----------+-------------------------------------------------------------------------+--------+----+------------+-----------+----------------------+
|   Mã môn  | Tên môn học                                                             |  Nhóm  | Tổ | Số tín chỉ |    Lớp    |        ID Môn        |
| 61PML2SCS | Chủ nghĩa Xã hội Khoa học                                               | 7_ST5  |    |     2      |     *     | -5827057186439696570 |
| 61PML3HCM | Tư tưởng Hồ Chí Minh                                                    | 7_ST5  |    |     2      |     *     | -6528927923294377408 |
| 61ENG3PAP | Ngữ âm - Âm vị học tiếng Anh                                            |   8    |    |     3      |     *     | -6703630900774626080 |
| 61PML1POE | Kinh tế Chính trị Mác - Lênin                                           | 8_CT5  |    |     2      |     *     | -8053378417483436770 |
| 61PML2SCS | Chủ nghĩa Xã hội Khoa học                                               | 8_CT5  |    |     2      |     *     | -5827057186439696570 |
| 61ENG3PAP | Ngữ âm - Âm vị học tiếng Anh                                            |   9    |    |     3      |     *     | -6703630900774626080 |
| 61PML1POE | Kinh tế Chính trị Mác - Lênin                                           | 9_ST6  |    |     2      |     *     | -8053378417483436770 |
| 61PML2GEL | Pháp luật Đại cương                                                     | 9_ST6  |    |     2      |     *     | -6313615929115732326 |
| 61PML2HVC | Lịch sử Đảng Cộng sản Việt Nam                                          | 9_ST6  |    |     2      |     *     | -7335302513069388975 |
| 61PML2SCS | Chủ nghĩa Xã hội Khoa học                                               | 9_ST6  |    |     2      |     *     | -5827057186439696570 |
| 61PML3HCM | Tư tưởng Hồ Chí Minh                                                    | 9_ST6  |    |     2      |     *     | -6528927923294377408 |
| 61GRA4INT | Thực tập tốt nghiệp                                                     |   AC   |    |     4      |     *     | -7594189689222567506 |
| 61GRA4INT | Thực tập tốt nghiệp                                                     |   BA   |    |     4      |     *     | -7594189689222567506 |
| 61GRA4INT | Thực tập tốt nghiệp                                                     |   FB   |    |     4      |     *     | -7594189689222567506 |
|  OBU2FFA  | Kế toán tài chính                                                       |  OBU   |    |     5      |  1OBU-08  | -7199268109977309516 |
|  OBU2FMA  | Kế toán quản trị                                                        |  OBU   |    |     5      |  1OBU-08  | -5803480195745767710 |
| 61GRA4INT | Thực tập tốt nghiệp                                                     |   TR   |    |     4      |     *     | -7594189689222567506 |
| 61ENG4CMP | Chuyên đề Hướng nghiệp                                                  |   01   | 01 |     3      |     *     | -7486592396329068232 |
| 61FIS2WHI | Lịch sử Thế giới                                                        |   01   | 01 |     3      |     *     | -9185690344564257422 |
| 61MGT4SMT | Quản trị chiến lược                                                     |   01   | 01 |     3      |     *     | -7773981826729400220 |
| 61FIT3DSY | Hệ thống Phân tán                                                       | 01.19  | 01 |     3      |     *     | -6429123657106683707 |
| 61FIT3JSD | Phát triển Phần mềm Java                                                | 01.19  | 01 |     3      |     *     | -6732178074841306111 |
| 61FIT3MUL | Đa phương tiện                                                          | 01.19  | 01 |     3      |     *     | -5599007005258048275 |
| 61FIT4ATI | Các chủ đề mới trong Công nghệ thông tin                                | 01.19  | 01 |     3      |     *     | -7680407181690185784 |
| 61FIT4EIS | Hệ thống Thông tin Doanh nghiệp                                         | 01.19  | 01 |     3      |     *     | -7561301856915948533 |
| 61FIT4IPR | Xử lý ảnh và nhận dạng                                                  | 01.19  | 01 |     3      |     *     | -5620056465931711502 |
| 61FIT4MLA | Học máy và Ứng dụng                                                     | 01.19  | 01 |     3      |     *     | -6595805319696904699 |
| 61FIT4SPM | Quản lý Dự án Phần mềm                                                  | 01.19  | 01 |     3      |     *     | -5964357857774878518 |
| 61MME4ADC | Quảng cáo và Sáng tạo quảng cáo                                         | 01.19  | 01 |     3      |     *     | -7308231843868298462 |
| 61MME4B2B | Marketing tới khách hàng doanh nghiệp                                   | 01.19  | 01 |     3      |     *     | -7186990880529964463 |
| 61MME4CCM | Quản trị vấn đề và xử lý khủng hoảng truyền thông                       | 01.19  | 01 |     3      |     *     | -5190120511789470283 |
| 61MME4DMS | Marketing kỹ thuật số và Mạng xã hội                                    | 01.19  | 01 |     3      |     *     | -8828716096689801861 |
| 61FIT3CGR | Đồ họa Máy tính                                                         | 01.20  | 01 |     3      |     *     | -5606614407852048028 |
| 61FIT3DBS | Cơ sở Dữ liệu                                                           | 01.20  | 01 |     3      |     *     | -7956525716689348324 |
| 61FIT3EBU | Kinh doanh Điện tử                                                      | 01.20  | 01 |     3      |     *     | -6423216531718506602 |
| 61FIT3NPR | Lập trình mạng                                                          | 01.20  | 01 |     3      |     *     | -6159192654674679410 |
| 61FIT3SAD | Phân tích Thiết kế Hệ thống                                             | 01.20  | 01 |     3      |     *     | -7421574478627523996 |
| 61FIT3SE1 | Công nghệ Phần mềm 1                                                    | 01.20  | 01 |     3      |     *     | -5158299939746987981 |
| 61FIT3WPR | Lập trình Web                                                           | 01.20  | 01 |     3      |     *     | -4987053497434541251 |
| 61MME3CCO | Truyền thông doanh nghiệp                                               | 01.20  | 01 |     3      |     *     | -8243633583847402973 |
| 62FIT3AIN | Trí tuệ nhân tạo                                                        | 01.20C | 01 |     3      |     *     | -6274750234733502344 |
| 62FIT3DBS | Cơ sở dữ liệu                                                           | 01.20C | 01 |     3      |     *     | -4769148685292518758 |
| 62FIT3SAD | Phân tích thiết kế hệ thống                                             | 01.20C | 01 |     3      |     *     | -9160097993556876667 |
| 62FIT3SEN | Công nghệ phần mềm                                                      | 01.20C | 01 |     3      |     *     | -8143822708707987824 |
| 62FIT3WPR | Lập trình Web                                                           | 01.20C | 01 |     3      |     *     | -6753444769929144915 |
| 61FIT2CAL | Toán cao cấp                                                            | 01.21  | 01 |     3      |     *     | -5082147257150037315 |
| 61FIT2DMA | Toán rời rạc                                                            | 01.21  | 01 |     3      |     *     | -6005179843215164526 |
| 61FIT2PCO | Nguyên lý Máy tính                                                      | 01.21  | 01 |     3      |     *     | -7005712363829271188 |
| 61FIT2POP | Nguyên lý Hệ điều hành                                                  | 01.21  | 01 |     3      |     *     | -7436795334542176359 |
| 61FIT2PR1 | Lập trình 1                                                             | 01.21  | 01 |     3      |     *     | -6101708384355096959 |
| 61MME2PCO | Tâm lý học truyền thông                                                 | 01.21  | 01 |     3      |     *     | -5632428654764181019 |
| 61MME2PMK | Nguyên lý Marketing                                                     | 01.21  | 01 |     3      |     *     | -8973717878209934842 |
| 62FIT2DMA | Toán rời rạc                                                            | 01.21C | 01 |     3      |     *     | -6803390587147569593 |
| 62FIT2PCO | Nguyên lý Máy tính                                                      | 01.21C | 01 |     3      |     *     | -7459630128854334725 |
| 62FIT2POP | Nguyên lý Hệ điều hành                                                  | 01.21C | 01 |     3      |     *     | -7497021832674080904 |
| 61FIN3CFI | Tài chính doanh nghiệp                                                  |   02   | 01 |     3      |     *     | -6530812403472598795 |
| 61FIT3MUL | Đa phương tiện                                                          | 02.19  | 01 |     3      |     *     | -5599007005258048275 |
| 61FIT3CGR | Đồ họa Máy tính                                                         | 02.20  | 01 |     3      |     *     | -5606614407852048028 |
| 61FIT3DBS | Cơ sở Dữ liệu                                                           | 02.20  | 01 |     3      |     *     | -7956525716689348324 |
| 61FIT3SAD | Phân tích Thiết kế Hệ thống                                             | 02.20  | 01 |     3      |     *     | -7421574478627523996 |
| 61FIT3WPR | Lập trình Web                                                           | 02.20  | 01 |     3      |     *     | -4987053497434541251 |
| 62FIT3AIN | Trí tuệ nhân tạo                                                        | 02.20C | 01 |     3      |     *     | -6274750234733502344 |
| 62FIT3DBS | Cơ sở dữ liệu                                                           | 02.20C | 01 |     3      |     *     | -4769148685292518758 |
| 62FIT3SAD | Phân tích thiết kế hệ thống                                             | 02.20C | 01 |     3      |     *     | -9160097993556876667 |
| 62FIT3SEN | Công nghệ phần mềm                                                      | 02.20C | 01 |     3      |     *     | -8143822708707987824 |
| 62FIT3WPR | Lập trình Web                                                           | 02.20C | 01 |     3      |     *     | -6753444769929144915 |
| 61FIT2CAL | Toán cao cấp                                                            | 02.21  | 01 |     3      |     *     | -5082147257150037315 |
| 61FIT2DMA | Toán rời rạc                                                            | 02.21  | 01 |     3      |     *     | -6005179843215164526 |
| 61FIT2PCO | Nguyên lý Máy tính                                                      | 02.21  | 01 |     3      |     *     | -7005712363829271188 |
| 61FIT2POP | Nguyên lý Hệ điều hành                                                  | 02.21  | 01 |     3      |     *     | -7436795334542176359 |
| 61FIT2PR1 | Lập trình 1                                                             | 02.21  | 01 |     3      |     *     | -6101708384355096959 |
| 62FIT2POP | Nguyên lý Hệ điều hành                                                  | 02.21C | 01 |     3      |     *     | -7497021832674080904 |
| 62FIT2PR1 | Lập trình 1                                                             | 02.21C | 01 |     3      |     *     | -7486891101082335117 |
| 61MGT4ENP | Khởi nghiệp                                                             |   03   | 01 |     3      |     *     | -6735771148666245506 |
| 62FIT2PR1 | Lập trình 1                                                             | 03.21C | 01 |     3      |     *     | -7486891101082335117 |
| 61FIN4IPM | Quản lý danh mục đầu tư                                                 |   04   | 01 |     3      |     *     | -5072641698995246794 |
| 61ACC4FSA | Phân tích báo cáo tài chính                                             |   05   | 01 |     3      |     *     | -5370819854210975538 |
| 61BNK4CLM | Đánh giá tín dụng và quản trị cho vay                                   |   07   | 01 |     3      |     *     | -7948752218811783465 |
| 61FIN4FDI | Công cụ tài chính phái sinh                                             |   08   | 01 |     3      |     *     | -7040165270923034592 |
| 61ACC4AFA | Kế toán tài chính nâng cao                                              |   09   | 01 |     3      |     *     | -4816184158279246821 |
| 61ACC4AFS | Kiểm toán báo cáo tài chính                                             |   10   | 01 |     3      |     *     | -5425983670474668747 |
| 61FIN3FSY | Hệ thống tài chính                                                      |   11   | 01 |     3      |     *     | -6662613621867421701 |
| 61THM4TOP | Điều hành tour                                                          |   12   | 01 |     3      |     *     | -7325350346495592229 |
| 61THM4TGS | Nghiệp vụ hướng dẫn du lịch                                             |   13   | 01 |     3      |     *     | -5919651656255545142 |
| 61THM3CRS | Hệ thống đặt giữ chỗ                                                    |   15   | 01 |     3      |     *     | -5687011377212488865 |
| 61THM3SUT | Du lịch bền vững                                                        |   16   | 01 |     3      |     *     | -6476204628621456184 |
| 61THM4ENT | Khởi nghiệp kinh doanh du lịch                                          |   17   | 01 |     3      |     *     | -5745755402676744059 |
| 61THM4HET | Du lịch di sản                                                          |   19   | 01 |     3      |     *     | -7391857338227607964 |
| 61MKT4B2B | Marketing tới khách hàng doanh nghiệp                                   |   20   | 01 |     3      |     *     | -5931191483511965202 |
| 61MKT4STM | Marketing chiến lược                                                    |   21   | 01 |     3      |     *     | -7913793477049892480 |
| 61MKT3ADC | Quảng cáo và Sáng tạo quảng cáo                                         |   22   | 01 |     3      |     *     | -5860328014549670493 |
| 61MGT3IOM | Nhập môn vận trù học                                                    |   23   | 01 |     3      |     *     | -4722730711737396513 |
| 61MGT3HRM | Quản trị nhân sự                                                        |   24   | 01 |     3      |     *     | -6443360692008636094 |
| 61MGT3LEO | Lãnh đạo trong doanh nghiệp                                             |   25   | 01 |     3      |     *     | -6955751813679133909 |
| 61STA3BES | Thống kê ứng dụng trong kinh doanh và kinh tế                           |   26   | 01 |     3      |     *     | -5409128102752152947 |
| 61LAW2BLW | Luật Kinh tế                                                            |   27   | 01 |     3      |     *     | -9042422485586538491 |
| 61BNK3FMT | Lý thuyết tài chính tiền tệ                                             |   30   | 01 |     3      |     *     | -5203492413059850914 |
| 61BNK3BMA | Quản trị ngân hàng                                                      |   32   | 01 |     3      |     *     | -7498536625429546795 |
| 61MKT2PMK | Nguyên lý Marketing                                                     |   33   | 01 |     3      |     *     | -8548728863688031110 |
| 61ACC3VEA | Kế toán doanh nghiệp Việt Nam                                           |   34   | 01 |     3      |     *     | -5716948691228885250 |
| 61ACC3FA2 | Kế toán tài chính 2                                                     |   35   | 01 |     3      |     *     | -9130089389592213976 |
| 61THM3TMK | Marketing du lịch                                                       |   36   | 01 |     3      |     *     | -7214817315703890011 |
| 61THM3TMG | Quản trị lữ hành                                                        |   37   | 01 |     3      |     *     | -5004690667575817353 |
| 61THM3HMG | Quản trị khách sạn                                                      |   38   | 01 |     3      |     *     | -8020479160541747574 |
| 61THM3TPM | Quản trị dự án du lịch                                                  |   39   | 01 |     3      |     *     | -6555428900378329141 |
| 61MKT3BRA | Xây dựng và quản trị thương hiệu                                        |   40   | 01 |     3      |     *     | -7200323849359680376 |
| 61MKT3COB | Hành vi khách hàng                                                      |   41   | 01 |     3      |     *     | -6542471100541614387 |
| 61MKT4MRE | Nghiên cứu Marketing                                                    |   42   | 01 |     3      |     *     | -5016648127714579906 |
| 61MGT2ITM | Quản trị học                                                            |   43   | 01 |     3      |     *     | -6837275155880425808 |
| 61MAT2MEB | Toán cao cấp và ứng dụng trong kinh tế-kinh doanh                       |   46   | 01 |     4      |     *     | -5581959685242643884 |
| 61ECO2MIC | Kinh tế vi mô                                                           |   49   | 01 |     3      |     *     | -8228655516471435262 |
| 61ACC2POA | Nguyên lý kế toán                                                       |   52   | 01 |     3      |     *     | -7781721676838900197 |
| 61ACC2POA | Nguyên lý kế toán                                                       |   53   | 01 |     3      |     *     | -7781721676838900197 |
| 61THM2ITO | Nhập môn du lịch                                                        |   54   | 01 |     3      |     *     | -8818789325722127343 |
| 62THM3TMK | Marketing du lịch                                                       |   55   | 01 |     3      |   2D-20C  | -5618677695699528569 |
| 62MGT3HRM | Quản trị nhân sự                                                        |   56   | 01 |     3      |   2D-20C  | -5693929494615358720 |
| 62THM3PRM | Quản trị dự án                                                          |   57   | 01 |     3      |   2D-20C  | -5380763606663575575 |
| 62THM3HMG | Quản trị khách sạn                                                      |   58   | 01 |     3      |   2D-20C  | -8205147500624390524 |
| 62THM2TOL | Pháp luật du lịch                                                       |   59   | 01 |     3      |   2D-20C  | -9096701911525227608 |
| 62THM2ITO | Nhập môn du lịch                                                        |   60   | 01 |     3      |   2D-21C  | -5931602625167691204 |
| 62ECO2MIC | Kinh tế vi mô                                                           |   61   | 01 |     3      |   2D-21C  | -5162734805917573914 |
| 62MGT2ITM | Quản trị học                                                            |   62   | 01 |     3      |   2D-21C  | -6375837534249994694 |
| 61ENG4CMP | Chuyên đề Hướng nghiệp                                                  |   01   | 02 |     3      |     *     | -7486592396329068232 |
| 61FIS2WHI | Lịch sử Thế giới                                                        |   01   | 02 |     3      |     *     | -9185690344564257422 |
| 61MGT4SMT | Quản trị chiến lược                                                     |   01   | 02 |     3      |     *     | -7773981826729400220 |
| 61FIT3DSY | Hệ thống Phân tán                                                       | 01.19  | 02 |     3      |     *     | -6429123657106683707 |
| 61FIT3JSD | Phát triển Phần mềm Java                                                | 01.19  | 02 |     3      |     *     | -6732178074841306111 |
| 61FIT3MUL | Đa phương tiện                                                          | 01.19  | 02 |     3      |     *     | -5599007005258048275 |
| 61FIT4ATI | Các chủ đề mới trong Công nghệ thông tin                                | 01.19  | 02 |     3      |     *     | -7680407181690185784 |
| 61FIT4EIS | Hệ thống Thông tin Doanh nghiệp                                         | 01.19  | 02 |     3      |     *     | -7561301856915948533 |
| 61FIT4IPR | Xử lý ảnh và nhận dạng                                                  | 01.19  | 02 |     3      |     *     | -5620056465931711502 |
| 61FIT4MLA | Học máy và Ứng dụng                                                     | 01.19  | 02 |     3      |     *     | -6595805319696904699 |
| 61FIT4SPM | Quản lý Dự án Phần mềm                                                  | 01.19  | 02 |     3      |     *     | -5964357857774878518 |
| 61MME4ADC | Quảng cáo và Sáng tạo quảng cáo                                         | 01.19  | 02 |     3      |     *     | -7308231843868298462 |
| 61MME4B2B | Marketing tới khách hàng doanh nghiệp                                   | 01.19  | 02 |     3      |     *     | -7186990880529964463 |
| 61MME4CCM | Quản trị vấn đề và xử lý khủng hoảng truyền thông                       | 01.19  | 02 |     3      |     *     | -5190120511789470283 |
| 61MME4DMS | Marketing kỹ thuật số và Mạng xã hội                                    | 01.19  | 02 |     3      |     *     | -8828716096689801861 |
| 61FIT3CGR | Đồ họa Máy tính                                                         | 01.20  | 02 |     3      |     *     | -5606614407852048028 |
| 61FIT3DBS | Cơ sở Dữ liệu                                                           | 01.20  | 02 |     3      |     *     | -7956525716689348324 |
| 61FIT3EBU | Kinh doanh Điện tử                                                      | 01.20  | 02 |     3      |     *     | -6423216531718506602 |
| 61FIT3NPR | Lập trình mạng                                                          | 01.20  | 02 |     3      |     *     | -6159192654674679410 |
| 61FIT3SAD | Phân tích Thiết kế Hệ thống                                             | 01.20  | 02 |     3      |     *     | -7421574478627523996 |
| 61FIT3SE1 | Công nghệ Phần mềm 1                                                    | 01.20  | 02 |     3      |     *     | -5158299939746987981 |
| 61FIT3WPR | Lập trình Web                                                           | 01.20  | 02 |     3      |     *     | -4987053497434541251 |
| 61MME3CCO | Truyền thông doanh nghiệp                                               | 01.20  | 02 |     3      |     *     | -8243633583847402973 |
| 61MME3SMC | Marketing dịch vụ và Quản trị quan hệ khách hàng                        | 01.20  | 02 |     3      |     *     | -6069949085108660637 |
| 61FIT2CAL | Toán cao cấp                                                            | 01.21  | 02 |     3      |     *     | -5082147257150037315 |
| 61FIT2DMA | Toán rời rạc                                                            | 01.21  | 02 |     3      |     *     | -6005179843215164526 |
| 61FIT2PCO | Nguyên lý Máy tính                                                      | 01.21  | 02 |     3      |     *     | -7005712363829271188 |
| 61FIT2POP | Nguyên lý Hệ điều hành                                                  | 01.21  | 02 |     3      |     *     | -7436795334542176359 |
| 61MME2PCO | Tâm lý học truyền thông                                                 | 01.21  | 02 |     3      |     *     | -5632428654764181019 |
| 61MME2PMK | Nguyên lý Marketing                                                     | 01.21  | 02 |     3      |     *     | -8973717878209934842 |
| 62FIT2CAL | Toán cao cấp                                                            | 01.21C | 02 |     3      |     *     | -6186262631968957840 |
| 62FIT2DMA | Toán rời rạc                                                            | 01.21C | 02 |     3      |     *     | -6803390587147569593 |
| 62FIT2PCO | Nguyên lý Máy tính                                                      | 01.21C | 02 |     3      |     *     | -7459630128854334725 |
| 61FIN3CFI | Tài chính doanh nghiệp                                                  |   02   | 02 |     3      |     *     | -6530812403472598795 |
| 61FIT3MUL | Đa phương tiện                                                          | 02.19  | 02 |     3      |     *     | -5599007005258048275 |
| 61FIT3CGR | Đồ họa Máy tính                                                         | 02.20  | 02 |     3      |     *     | -5606614407852048028 |
| 61FIT3DBS | Cơ sở Dữ liệu                                                           | 02.20  | 02 |     3      |     *     | -7956525716689348324 |
| 61FIT3SAD | Phân tích Thiết kế Hệ thống                                             | 02.20  | 02 |     3      |     *     | -7421574478627523996 |
| 61FIT2CAL | Toán cao cấp                                                            | 02.21  | 02 |     3      |     *     | -5082147257150037315 |
| 61FIT2DMA | Toán rời rạc                                                            | 02.21  | 02 |     3      |     *     | -6005179843215164526 |
| 61FIT2PCO | Nguyên lý Máy tính                                                      | 02.21  | 02 |     3      |     *     | -7005712363829271188 |
| 61FIT2POP | Nguyên lý Hệ điều hành                                                  | 02.21  | 02 |     3      |     *     | -7436795334542176359 |
| 61FIT2PR1 | Lập trình 1                                                             | 02.21  | 02 |     3      |     *     | -6101708384355096959 |
| 61MGT4ENP | Khởi nghiệp                                                             |   03   | 02 |     3      |     *     | -6735771148666245506 |
| 61FIN4IPM | Quản lý danh mục đầu tư                                                 |   04   | 02 |     3      |     *     | -5072641698995246794 |
| 61ACC4FSA | Phân tích báo cáo tài chính                                             |   05   | 02 |     3      |     *     | -5370819854210975538 |
| 61BNK4CLM | Đánh giá tín dụng và quản trị cho vay                                   |   07   | 02 |     3      |     *     | -7948752218811783465 |
| 61FIN4FDI | Công cụ tài chính phái sinh                                             |   08   | 02 |     3      |     *     | -7040165270923034592 |
| 61ACC4AFA | Kế toán tài chính nâng cao                                              |   09   | 02 |     3      |     *     | -4816184158279246821 |
| 61ACC4AFS | Kiểm toán báo cáo tài chính                                             |   10   | 02 |     3      |     *     | -5425983670474668747 |
| 61FIN3FSY | Hệ thống tài chính                                                      |   11   | 02 |     3      |     *     | -6662613621867421701 |
| 61THM4TOP | Điều hành tour                                                          |   12   | 02 |     3      |     *     | -7325350346495592229 |
| 61THM4REV | Quản lý doanh số                                                        |   14   | 02 |     3      |     *     | -6881600709533412601 |
| 61THM3SUT | Du lịch bền vững                                                        |   16   | 02 |     3      |     *     | -6476204628621456184 |
| 61THM4DMK | Marketing điểm đến                                                      |   18   | 02 |     3      |     *     | -6428117857585844184 |
| 61MKT4B2B | Marketing tới khách hàng doanh nghiệp                                   |   20   | 02 |     3      |     *     | -5931191483511965202 |
| 61MKT4STM | Marketing chiến lược                                                    |   21   | 02 |     3      |     *     | -7913793477049892480 |
| 61MKT3ADC | Quảng cáo và Sáng tạo quảng cáo                                         |   22   | 02 |     3      |     *     | -5860328014549670493 |
| 61MGT3IOM | Nhập môn vận trù học                                                    |   23   | 02 |     3      |     *     | -4722730711737396513 |
| 61MGT3LEO | Lãnh đạo trong doanh nghiệp                                             |   25   | 02 |     3      |     *     | -6955751813679133909 |
| 61STA3BES | Thống kê ứng dụng trong kinh doanh và kinh tế                           |   26   | 02 |     3      |     *     | -5409128102752152947 |
| 61LAW2BLW | Luật Kinh tế                                                            |   27   | 02 |     3      |     *     | -9042422485586538491 |
| 61BNK3FMT | Lý thuyết tài chính tiền tệ                                             |   30   | 02 |     3      |     *     | -5203492413059850914 |
| 61BNK3BMA | Quản trị ngân hàng                                                      |   32   | 02 |     3      |     *     | -7498536625429546795 |
| 61MKT2PMK | Nguyên lý Marketing                                                     |   33   | 02 |     3      |     *     | -8548728863688031110 |
| 61ACC3VEA | Kế toán doanh nghiệp Việt Nam                                           |   34   | 02 |     3      |     *     | -5716948691228885250 |
| 61ACC3FA2 | Kế toán tài chính 2                                                     |   35   | 02 |     3      |     *     | -9130089389592213976 |
| 61THM3TMK | Marketing du lịch                                                       |   36   | 02 |     3      |     *     | -7214817315703890011 |
| 61THM3TMG | Quản trị lữ hành                                                        |   37   | 02 |     3      |     *     | -5004690667575817353 |
| 61THM3HMG | Quản trị khách sạn                                                      |   38   | 02 |     3      |     *     | -8020479160541747574 |
| 61THM3TPM | Quản trị dự án du lịch                                                  |   39   | 02 |     3      |     *     | -6555428900378329141 |
| 61MKT3BRA | Xây dựng và quản trị thương hiệu                                        |   40   | 02 |     3      |     *     | -7200323849359680376 |
| 61MKT3COB | Hành vi khách hàng                                                      |   41   | 02 |     3      |     *     | -6542471100541614387 |
| 61MKT4MRE | Nghiên cứu Marketing                                                    |   42   | 02 |     3      |     *     | -5016648127714579906 |
| 61MGT2ITM | Quản trị học                                                            |   43   | 02 |     3      |     *     | -6837275155880425808 |
| 61MAT2MEB | Toán cao cấp và ứng dụng trong kinh tế-kinh doanh                       |   46   | 02 |     4      |     *     | -5581959685242643884 |
| 61ECO2MIC | Kinh tế vi mô                                                           |   49   | 02 |     3      |     *     | -8228655516471435262 |
| 61ACC2POA | Nguyên lý kế toán                                                       |   52   | 02 |     3      |     *     | -7781721676838900197 |
| 61ACC2POA | Nguyên lý kế toán                                                       |   53   | 02 |     3      |     *     | -7781721676838900197 |
| 61THM2ITO | Nhập môn du lịch                                                        |   54   | 02 |     3      |     *     | -8818789325722127343 |
| 62THM2ITO | Nhập môn du lịch                                                        |   60   | 02 |     3      |   2D-21C  | -5931602625167691204 |
| 62ECO2MIC | Kinh tế vi mô                                                           |   61   | 02 |     3      |   2D-21C  | -5162734805917573914 |
| 62MGT2ITM | Quản trị học                                                            |   62   | 02 |     3      |   2D-21C  | -6375837534249994694 |
| 61ENG4CMP | Chuyên đề Hướng nghiệp                                                  |   01   | 03 |     3      |     *     | -7486592396329068232 |
| 61FIS2WHI | Lịch sử Thế giới                                                        |   01   | 03 |     3      |     *     | -9185690344564257422 |
| 61MGT4SMT | Quản trị chiến lược                                                     |   01   | 03 |     3      |     *     | -7773981826729400220 |
| 61FIT3DSY | Hệ thống Phân tán                                                       | 01.19  | 03 |     3      |     *     | -6429123657106683707 |
| 61FIT3JSD | Phát triển Phần mềm Java                                                | 01.19  | 03 |     3      |     *     | -6732178074841306111 |
| 61FIT4ATI | Các chủ đề mới trong Công nghệ thông tin                                | 01.19  | 03 |     3      |     *     | -7680407181690185784 |
| 61FIT4EIS | Hệ thống Thông tin Doanh nghiệp                                         | 01.19  | 03 |     3      |     *     | -7561301856915948533 |
| 61FIT4IPR | Xử lý ảnh và nhận dạng                                                  | 01.19  | 03 |     3      |     *     | -5620056465931711502 |
| 61FIT4SPM | Quản lý Dự án Phần mềm                                                  | 01.19  | 03 |     3      |     *     | -5964357857774878518 |
| 61FIT3CGR | Đồ họa Máy tính                                                         | 01.20  | 03 |     3      |     *     | -5606614407852048028 |
| 61FIT3DBS | Cơ sở Dữ liệu                                                           | 01.20  | 03 |     3      |     *     | -7956525716689348324 |
| 61FIT3EBU | Kinh doanh Điện tử                                                      | 01.20  | 03 |     3      |     *     | -6423216531718506602 |
| 61FIT3NPR | Lập trình mạng                                                          | 01.20  | 03 |     3      |     *     | -6159192654674679410 |
| 61FIT3SAD | Phân tích Thiết kế Hệ thống                                             | 01.20  | 03 |     3      |     *     | -7421574478627523996 |
| 61FIT3SE1 | Công nghệ Phần mềm 1                                                    | 01.20  | 03 |     3      |     *     | -5158299939746987981 |
| 61FIT3WPR | Lập trình Web                                                           | 01.20  | 03 |     3      |     *     | -4987053497434541251 |
| 61FIT2CAL | Toán cao cấp                                                            | 01.21  | 03 |     3      |     *     | -5082147257150037315 |
| 61FIT2DMA | Toán rời rạc                                                            | 01.21  | 03 |     3      |     *     | -6005179843215164526 |
| 61FIT2PCO | Nguyên lý Máy tính                                                      | 01.21  | 03 |     3      |     *     | -7005712363829271188 |
| 61FIT2PR1 | Lập trình 1                                                             | 01.21  | 03 |     3      |     *     | -6101708384355096959 |
| 62FIT2CAL | Toán cao cấp                                                            | 01.21C | 03 |     3      |     *     | -6186262631968957840 |
| 61FIN3CFI | Tài chính doanh nghiệp                                                  |   02   | 03 |     3      |     *     | -6530812403472598795 |
| 61FIT3MUL | Đa phương tiện                                                          | 02.19  | 03 |     3      |     *     | -5599007005258048275 |
| 61FIT3CGR | Đồ họa Máy tính                                                         | 02.20  | 03 |     3      |     *     | -5606614407852048028 |
| 61FIT3DBS | Cơ sở Dữ liệu                                                           | 02.20  | 03 |     3      |     *     | -7956525716689348324 |
| 61FIT3SAD | Phân tích Thiết kế Hệ thống                                             | 02.20  | 03 |     3      |     *     | -7421574478627523996 |
| 61FIT3WPR | Lập trình Web                                                           | 02.20  | 03 |     3      |     *     | -4987053497434541251 |
| 61FIT2CAL | Toán cao cấp                                                            | 02.21  | 03 |     3      |     *     | -5082147257150037315 |
| 61FIT2DMA | Toán rời rạc                                                            | 02.21  | 03 |     3      |     *     | -6005179843215164526 |
| 61FIT2PCO | Nguyên lý Máy tính                                                      | 02.21  | 03 |     3      |     *     | -7005712363829271188 |
| 61FIT2POP | Nguyên lý Hệ điều hành                                                  | 02.21  | 03 |     3      |     *     | -7436795334542176359 |
| 61FIT2PR1 | Lập trình 1                                                             | 02.21  | 03 |     3      |     *     | -6101708384355096959 |
| 61MGT4ENP | Khởi nghiệp                                                             |   03   | 03 |     3      |     *     | -6735771148666245506 |
| 61FIN4IPM | Quản lý danh mục đầu tư                                                 |   04   | 03 |     3      |     *     | -5072641698995246794 |
| 61ACC4FSA | Phân tích báo cáo tài chính                                             |   05   | 03 |     3      |     *     | -5370819854210975538 |
| 61BNK4CLM | Đánh giá tín dụng và quản trị cho vay                                   |   07   | 03 |     3      |     *     | -7948752218811783465 |
| 61FIN4FDI | Công cụ tài chính phái sinh                                             |   08   | 03 |     3      |     *     | -7040165270923034592 |
| 61ACC4AFA | Kế toán tài chính nâng cao                                              |   09   | 03 |     3      |     *     | -4816184158279246821 |
| 61ACC4AFS | Kiểm toán báo cáo tài chính                                             |   10   | 03 |     3      |     *     | -5425983670474668747 |
| 61FIN3FSY | Hệ thống tài chính                                                      |   11   | 03 |     3      |     *     | -6662613621867421701 |
