+-----------+-------------------------------------------------------------------------+--------+----+------------+-----------+----------------------+
|   Mã môn  | Tên môn học                                                             |  Nhóm  | Tổ | Số tín chỉ |    Lớp    |        ID Môn        |
| 61KOR33C1 | Thực hành tiếng 3C1                                                     |   02   |    |     2      |     *     | -8877336628993144341 |
| 61KOR3FL1 | Ngoại ngữ 2 - tiếng Hàn Quốc A1                                         |   02   |    |     3      |     *     | -6803672528065370346 |
| 61KOR3FL2 | Ngoại ngữ 2 - tiếng Hàn Quốc A2                                         |   02   |    |     4      |     *     | -5224499365483797744 |
| 61KOR3ITI | Nhập môn Biên-Phiên dịch                                                |   02   |    |     2      |     *     | -6509813907187096998 |
| 61KOR3KAL | Lý thuyết tiếng                                                         |   02   |    |     2      |     *     | -8280502957868981433 |
| 61KOR4COL | Ngôn ngữ học Đối chiếu                                                  |   02   |    |     2      |     *     | -8430754664400509097 |
| 61KOR4IP2 | Phiên dịch 2                                                            |   02   |    |     3      |     *     | -6142582232716009604 |
| 61KOR4KOE | Tiếng Hàn kinh tế                                                       |   02   |    |     2      |     *     | -9040235569027543948 |
| 61KOR4PIT | Biên phiên dịch chuyên đề Báo chí                                       |   02   |    |     2      |     *     | -7825152946457854623 |
| 61KOR4STI | Biên phiên dịch chuyên ngành                                            |   02   |    |     2      |     *     | -7328538298658799356 |
| 61KOR4TP2 | Biên dịch 2                                                             |   02   |    |     3      |     *     | -8956569334721907958 |
| 61POR21B2 | Thực hành tiếng 1B2                                                     |   02   |    |     4      |     *     | -7476184500620169019 |
| 61POR22B1 | Thực hành tiếng 2B1                                                     |   02   |    |     4      |     *     | -8332379104119252772 |
| 61POR23B1 | Thực hành tiếng 3B1                                                     |   02   |    |     4      |     *     | -5805052686438438089 |
| 61POR3FL1 | Ngoại ngữ 2 - tiếng Bồ Đào Nha A1                                       |   02   |    |     3      |     *     | -5421671211485615568 |
| 61POR3FL2 | Ngoại ngữ 2 - tiếng Bồ Đào Nha A2                                       |   02   |    |     4      |     *     | -8892511411320912236 |
| 61THA3FL1 | Ngoại ngữ 2- tiếng Thái Lan A1                                          |   02   |    |     3      |     *     | -8103089674536879362 |
| 61THA3FL2 | Ngoại ngữ 2- tiếng Thái Lan A2                                          |   02   |    |     4      |     *     | -7938793480373516034 |
| 62CHI21B2 | Thực hành tiếng 1B2                                                     |   02   |    |     4      |     *     | -7726834521524405457 |
| 62CHI22B1 | Thực hành tiếng 2B1                                                     |   02   |    |     4      |     *     | -5481544301582386233 |
| 62CHI22B2 | Thực hành tiếng 2B2                                                     |   02   |    |     4      |     *     | -6307665305775076726 |
| 62CHI3ALS | Thực hành tiếng nâng cao                                                |   02   |    |     2      |     *     | -7333763036133969871 |
| 62CHI3CCS | Đất nước học Trung Quốc                                                 |   02   |    |     4      |     *     | -9148758035034160226 |
| 62CHI3HCL | Lịch sử Văn học Trung Quốc                                              |   02   |    |     3      |     *     | -7163204836569800586 |
| 62CHI3IP2 | Phiên dịch 2                                                            |   02   |    |     3      |     *     | -7701110851301261380 |
| 62CHI3ITO | Nhập môn Du lịch                                                        |   02   |    |     2      |     *     | -5137723628089826927 |
| 62CHI3LEX | Từ vựng học tiếng Trung Quốc                                            |   02   |    |     3      |     *     | -8759701652428417274 |
| 62CHI3TP2 | Biên dịch 2                                                             |   02   |    |     3      |     *     | -5810887340625866820 |
| 62CHI4AUT | Dịch Nghe -Nhìn                                                         |   02   |    |     2      |     *     | -4932406451322532658 |
| 62CHI4BUC | Tiếng Trung Quốc Thương mại                                             |   02   |    |     3      |     *     | -8470946527438491380 |
| 62CHI4CHT | Tiếng Trung Quốc Du lịch                                                |   02   |    |     3      |     *     | -6517255228880030414 |
| 62CHI4CTG | Tiếng Trung Quốc dùng trong Hướng dẫn du lịch                           |   02   |    |     2      |     *     | -4985689437794703645 |
| 62CHI4LET | Biên dịch chuyên đề Pháp luật                                           |   02   |    |     2      |     *     | -6903679602676323462 |
| 62CHI4SYN | Cú pháp học tiếng Trung Quốc                                            |   02   |    |     3      |     *     | -5700659767953270275 |
| 62CHI4TEC | Biên dịch chuyên đề Kinh tế - Thương mại                                |   02   |    |     2      |     *     | -5031064071965252959 |
| 62ENG3FL3 | Ngoại ngữ 2 - 1B1                                                       |   02   |    |     3      |     *     | -7202272277902350786 |
| 62ENG3FL4 | Ngoại ngữ 2 - 2B1                                                       |   02   |    |     3      |     *     | -6096794826370034929 |
| 62KOR21B2 | Thực hành tiếng 1B2                                                     |   02   |    |     4      |     *     | -8331977326598414877 |
| 62KOR22B2 | Thực hành tiếng 2B2                                                     |   02   |    |     4      |     *     | -6588790059387553985 |
| 62KOR23B1 | Thực hành tiếng 3B1                                                     |   02   |    |     4      |     *     | -9117335406833066982 |
| 62KOR33C1 | Thực hành tiếng 3C1                                                     |   02   |    |     4      |     *     | -4780977199924366386 |
|  BUS1001  | Khái niệm phân tích dữ liệu tài chính                                   |   02   |    |     1      |  1DBA-38  | -6113599902150480270 |
|  BUS1BUE  | Nghiên cứu các vấn đề về kinh tế                                        |   02   |    |     1      |  1DBA-38  | -7063467064659324982 |
|  BUS1SBY  | Chiến lược bền vững                                                     |   02   |    |     1      |  1DBA-39  | -5974092785621172752 |
|  ECM1001  | Kinh tế học và phân tích dữ liệu tài chính                              |   02   |    |     1      |  1DBA-39  | -7869544814239271111 |
|  FIN1FOF  | Tài chính căn bản                                                       |   02   |    |     1      |  1DBA-39  | -9061039990071609118 |
|  FIN3001  | Chứng khoán phái sinh                                                   |   02   |    |     1      |  1BBUS-36 | -8134545298665439391 |
|  FIN3CSF  | Nghiên cứu tình huống tài chính                                         |   02   |    |     1      |  1BBUS-34 | -8417180820635408967 |
|  FIN3IPM  | Đầu tư và quản lý danh mục đầu tư                                       |   02   |    |     1      |  1BBUS-34 | -5804491338653515649 |
|  FSP00AC2 | Kế toán                                                                 |   02   |    |     1      |  1DBA-40  | -6839401992790343347 |
|  FSP00AS2 | Kỹ năng học thuật                                                       |   02   |    |     1      |  1DBA-40  | -7830796987088650282 |
|  FSP00EC2 | Kinh tế học                                                             |   02   |    |     1      |  1DBA-40  | -7282217655224298768 |
|  FSP00LW2 | Luật                                                                    |   02   |    |     1      |  1DBA-40  | -6873151200130333709 |
|  MGT1OBE  | Hành vi tổ chức                                                         |   02   |    |     1      |  1DBA-38  | -5060993983813017602 |
|  MGT2IMG  | Quản trị học quốc tế                                                    |   02   |    |     1      |  1BBUS-36 | -5470238145783106412 |
|  MKT1ADD  | Marketing trong thời đại công nghệ                                      |   02   |    |     1      |  1DBA-38  | -6588311762946412311 |
|  MKT1MDP  | Marketing căn bản                                                       |   02   |    |     1      |  1DBA-39  | -7058912441289431563 |
|  MKT2SEM  | Marketing xã hội                                                        |   02   |    |     1      |  1BBUS-36 | -4822808165687264923 |
|  MKT3IMK  | Marketing quốc tế                                                       |   02   |    |     1      |  1BBUS-36 | -7099930348279185509 |
|  MKT3MRE  | Nghiên cứu thị trường                                                   |   02   |    |     1      |  1BBUS-34 | -7534886145782363659 |
|  MKT3SMK  | Chiến lược Marketing                                                    |   02   |    |     1      |  1BBUS-34 | -5403434816868646337 |
| 61PED1MDR | Chạy cự ly trung bình (800m-1500m)                                      | 02.01  |    |     1      |     *     | -9038923487211876299 |
| 61PED1AB1 | Thể dục nhịp điệu 1                                                     | 02.02  |    |     1      |     *     | -7604163713161115885 |
| 61PED1BB1 | Bóng rổ 1                                                               | 02.02  |    |     1      |     *     | -7439246687975546223 |
| 61PED1FF1 | Bóng đá cơ bản 1                                                        | 02.02  |    |     1      |     *     | -8400356891078584629 |
| 61PED1LJP | Nhảy xa                                                                 | 02.02  |    |     1      |     *     | -5014479187168633239 |
| 61PED1MDR | Chạy cự ly trung bình (800m-1500m)                                      | 02.02  |    |     1      |     *     | -9038923487211876299 |
| 61PED1OMR | Chạy 100m                                                               | 02.02  |    |     1      |     *     | -6785881869442910352 |
| 61PED1PP1 | Bóng bàn 1                                                              | 02.02  |    |     1      |     *     | -7172264539467029069 |
| 61PED1VB1 | Bóng chuyền 1                                                           | 02.02  |    |     1      |     *     | -5121205882893808066 |
| 61PED1AB1 | Thể dục nhịp điệu 1                                                     | 02.03  |    |     1      |     *     | -7604163713161115885 |
| 61PED1BB1 | Bóng rổ 1                                                               | 02.03  |    |     1      |     *     | -7439246687975546223 |
| 61PED1FF1 | Bóng đá cơ bản 1                                                        | 02.03  |    |     1      |     *     | -8400356891078584629 |
| 61PED1LJP | Nhảy xa                                                                 | 02.03  |    |     1      |     *     | -5014479187168633239 |
| 61PED1MDR | Chạy cự ly trung bình (800m-1500m)                                      | 02.03  |    |     1      |     *     | -9038923487211876299 |
| 61PED1OMR | Chạy 100m                                                               | 02.03  |    |     1      |     *     | -6785881869442910352 |
| 61PED1PP1 | Bóng bàn 1                                                              | 02.03  |    |     1      |     *     | -7172264539467029069 |
| 61PED1VB1 | Bóng chuyền 1                                                           | 02.03  |    |     1      |     *     | -5121205882893808066 |
| 61ITA4IT2 | Tiếng Italia Du lịch 2                                                  | 02.19  |    |     4      |     *     | -5910046601023562838 |
| 61FIT3SS1 | Chuyên đề 1                                                             | 02.20  |    |     3      |     *     | -9129101719185074521 |
| 61ITA33C1 | Thực hành tiếng 3C1                                                     | 02.20  |    |     3      |     *     | -6751134574588958654 |
| 61MME3SM1 | Chuyên đề truyền thông đa phương tiện 1                                 | 02.20  |    |     3      |     *     | -5977661400883872353 |
| 61RUS31C1 | Thực hành tiếng 1C1                                                     | 02.20  |    |     3      |     *     | -5981816511442870097 |
| 61RUS32C1 | Thực hành tiếng 2C1                                                     | 02.20  |    |     3      |     *     | -5641198922391904795 |
| 61RUS3LI1 | Văn học Nga 1                                                           | 02.20  |    |     3      |     *     | -4646086777402078736 |
| 61RUS3LI2 | Văn học Nga 2                                                           | 02.20  |    |     2      |     *     | -8574565763965548268 |
| 61RUS3WOF | Cấu tạo Từ tiếng Nga                                                    | 02.20  |    |     2      |     *     | -5860436870055081435 |
| 62FIT3SS1 | Chuyên đề 1                                                             | 02.20C |    |     3      |     *     | -7057487484354621419 |
| 62ITA33C1 | Thực hành tiếng 3C1                                                     | 02.20C |    |     3      |     *     | -9101194552919847570 |
| 61FIT2RES | Phương pháp Nghiên cứu khoa học                                         | 02.21  |    |     2      |     *     | -6107217333359607498 |
| 61ITA21B1 | Thực hành tiếng 1B1                                                     | 02.21  |    |     4      |     *     | -7806063684155664970 |
| 61ITA21B2 | Thực hành tiếng 1B2                                                     | 02.21  |    |     4      |     *     | -4647697940479323523 |
| 61ITA22B1 | Thực hành tiếng 2B1                                                     | 02.21  |    |     4      |     *     | -9169605548497729800 |
| 61RUS21B2 | Thực hành tiếng 1B2                                                     | 02.21  |    |     4      |     *     | -6623951168317023120 |
| 61RUS22B2 | Thực hành tiếng 2B2                                                     | 02.21  |    |     4      |     *     | -5134296682426629311 |
| 61RUS23B1 | Thực hành tiếng 3B1                                                     | 02.21  |    |     3      |     *     | -5853163397597160459 |
| 62ITA21B1 | Thực hành tiếng 1B1                                                     | 02.21C |    |     4      |     *     | -7924778566296231452 |
| 62ITA21B2 | Thực hành tiếng 1B2                                                     | 02.21C |    |     4      |     *     | -7573148692604991116 |
| 62ITA22B1 | Thực hành tiếng 2B1                                                     | 02.21C |    |     4      |     *     | -7463049086580848262 |
|  61ITA1A1 | Thực hành tiếng A1                                                      | 02.22  |    |     8      |     *     | -6084468713355487927 |
|  62ITA1A1 | Thực hành tiếng A1                                                      | 02.22C |    |     8      |     *     | -6469666661104235882 |
| 61FIT1CSK | Ứng dụng Công nghệ thông tin                                            | 02_CT2 |    |     3      |     *     | -6862781927468674348 |
| 61VIP1IVC | Cơ sở Văn hóa Việt Nam                                                  | 02_CT2 |    |     2      |     *     | -6400185017111239232 |
| 61VIP2IVL | Nhập môn Việt ngữ học                                                   | 02_CT2 |    |     2      |     *     | -6975917220210852622 |
| 61VIP2HWC | Lịch sử Văn minh Thế giới                                               | 02_CT3 |    |     2      |     *     | -4799280989380546857 |
| 61VIP2VTS | Văn bản tiếng Việt                                                      | 02_CT3 |    |     2      |     *     | -5347862728087070641 |
| 61VIP1INL | Dẫn luận Ngôn ngữ học                                                   | 02_ST3 |    |     2      |     *     | -5881777718642552118 |
| 61VIP2VIU | Tiếng Việt trong Hành chức                                              | 02_ST3 |    |     2      |     *     | -7709790954328887225 |
| 61VIP2HAS | Hà Nội học                                                              | 02_ST4 |    |     2      |     *     | -9004530807955325198 |
| 61CHI21B2 | Thực hành tiếng 1B2                                                     |   03   |    |     4      |     *     | -8293970629294100646 |
| 61CHI22B1 | Thực hành tiếng 2B1                                                     |   03   |    |     4      |     *     | -7029325378800326610 |
| 61CHI22B2 | Thực hành tiếng 2B2                                                     |   03   |    |     4      |     *     | -4862848488757382005 |
| 61CHI3CCS | Đất nước học Trung Quốc                                                 |   03   |    |     4      |     *     | -7910469008798812307 |
| 61CHI3FL1 | Ngoại ngữ 2 - tiếng Trung Quốc A1                                       |   03   |    |     3      |     *     | -6514990679865868620 |
| 61CHI3FL2 | Ngoại ngữ 2 - tiếng Trung Quốc A2                                       |   03   |    |     4      |     *     | -8408827065961128102 |
| 61CHI3HCL | Lịch sử Văn học Trung Quốc                                              |   03   |    |     3      |     *     | -6479626068410150727 |
| 61CHI3IP1 | Phiên dịch 1                                                            |   03   |    |     3      |     *     | -8035793622817872202 |
| 61CHI3LEX | Từ vựng học tiếng Trung Quốc                                            |   03   |    |     3      |     *     | -8065587399123484823 |
| 61CHI3PHO | Ngữ âm học tiếng Trung Quốc                                             |   03   |    |     3      |     *     | -5588159469962471760 |
| 61CHI3TP1 | Biên dịch 1                                                             |   03   |    |     3      |     *     | -8012236479553473539 |
| 61CHI4AUT | Dịch nghe nhìn                                                          |   03   |    |     2      |     *     | -5696598488635373707 |
| 61CHI4GR2 | Ngữ pháp tiếng Trung Quốc 2                                             |   03   |    |     3      |     *     | -8379785813342065769 |
| 61CHI4IP3 | Phiên dịch 3                                                            |   03   |    |     3      |     *     | -6444501025120647334 |
| 61CHI4ISI | Nhập môn Dịch song song                                                 |   03   |    |     2      |     *     | -8557098492502414416 |
| 61CHI4LET | Biên dịch chuyên đề Pháp luật                                           |   03   |    |     2      |     *     | -7741084461627378473 |
| 61CHI4TP3 | Biên dịch 3                                                             |   03   |    |     3      |     *     | -8702610779617777857 |
| 61ENG2LS3 | Kỹ năng nghe 3 (B2)                                                     |   03   |    |     3      |     *     | -8617527017331120247 |
| 61ENG2RS3 | Kỹ năng đọc 3 (B2)                                                      |   03   |    |     3      |     *     | -8737384119288294439 |
| 61ENG2SS3 | Kỹ năng nói 3 (B2)                                                      |   03   |    |     3      |     *     | -7647452543368919412 |
| 61ENG2WS3 | Kỹ năng viết 3 (B2)                                                     |   03   |    |     3      |     *     | -8139878013465486927 |
| 61ENG3CSC | Văn hóa các nước nói tiếng Anh                                          |   03   |    |     3      |     *     | -6931683429002642336 |
| 61ENG3FL1 | Ngoại ngữ 2 - tiếng Anh A1                                              |   03   |    |     3      |     *     | -7796445969911586109 |
| 61ENG3FL2 | Ngoại ngữ 2 - tiếng Anh A2                                              |   03   |    |     4      |     *     | -7731635415075749833 |
| 61ENG3INR | Nhập môn Nghiên cứu                                                     |   03   |    |     2      |     *     | -6263757329278351956 |
| 61ENG3IP1 | Phiên dịch 1                                                            |   03   |    |     3      |     *     | -5017852784678965757 |
| 61ENG3ITI | Nhập môn Biên - Phiên dịch                                              |   03   |    |     2      |     *     | -6133755963002159235 |
| 61ENG3LAT | Lý thuyết Học ngoại ngữ                                                 |   03   |    |     2      |     *     | -4998575842750702194 |
| 61ENG3LEC | Văn học các nước nói tiếng Anh                                          |   03   |    |     4      |     *     | -8044880587727807596 |
| 61ENG3LEX | Từ vựng học tiếng Anh                                                   |   03   |    |     3      |     *     | -7251883793120932201 |
| 61ENG3TP1 | Biên dịch 1                                                             |   03   |    |     3      |     *     | -8311260785360921734 |
| 61ENG4PLT | Tâm lý học trong Giảng dạy Ngôn ngữ                                     |   03   |    |     3      |     *     | -5293209727283096296 |
|  61ESP1A2 | Thực hành tiếng A2                                                      |   03   |    |     14     | 3C-22CACN | -7190844232560598723 |
| 61FRE22B1 | Thực hành tiếng 2B1                                                     |   03   |    |     4      |     *     | -7077453228370870574 |
| 61FRE23B1 | Thực hành tiếng 3B1                                                     |   03   |    |     4      |     *     | -8966470431752518874 |
| 61FRE31C1 | Thực hành tiếng 1C1                                                     |   03   |    |     4      |     *     | -9205732880866259752 |
| 61FRE3FL1 | Ngoại ngữ 2 - tiếng Pháp A1                                             |   03   |    |     3      |     *     | -6190717915292788779 |
| 61FRE3FL2 | Ngoại ngữ 2 - tiếng Pháp A2                                             |   03   |    |     4      |     *     | -6189501497887774686 |
| 61FRE43C1 | Thực thành tiếng 3C1                                                    |   03   |    |     3      |     *     | -9171388643585192498 |
| 61GER21B2 | Thực hành tiếng 1B2                                                     |   03   |    |     4      |     *     | -6598575433489086206 |
| 61GER22B2 | Thực hành tiếng 2B2                                                     |   03   |    |     4      |     *     | -4824709008571240206 |
| 61GER23B2 | Thực hành tiếng 3B2                                                     |   03   |    |     3      |     *     | -8810814727136044016 |
| 61GER33C1 | Thực hành tiếng 3C1                                                     |   03   |    |     3      |     *     | -4673691373228299509 |
| 61GER34C1 | Thực hành tiếng 4C1                                                     |   03   |    |     3      |     *     | -5633743630240015013 |
| 61KOR21B2 | Thực hành tiếng 1B2                                                     |   03   |    |     4      |     *     | -6930054260519616276 |
| 61KOR22B2 | Thực hành tiếng 2B2                                                     |   03   |    |     4      |     *     | -7734747646896963442 |
| 61KOR23B1 | Thực hành tiếng 3B1                                                     |   03   |    |     4      |     *     | -5947002133179896387 |
| 61KOR33C1 | Thực hành tiếng 3C1                                                     |   03   |    |     2      |     *     | -8877336628993144341 |
| 61KOR4IP2 | Phiên dịch 2                                                            |   03   |    |     3      |     *     | -6142582232716009604 |
| 61KOR4PIT | Biên phiên dịch chuyên đề Báo chí                                       |   03   |    |     2      |     *     | -7825152946457854623 |
| 61KOR4STI | Biên phiên dịch chuyên ngành                                            |   03   |    |     2      |     *     | -7328538298658799356 |
| 61KOR4TP2 | Biên dịch 2                                                             |   03   |    |     3      |     *     | -8956569334721907958 |
| 62CHI21B2 | Thực hành tiếng 1B2                                                     |   03   |    |     4      |     *     | -7726834521524405457 |
| 62CHI22B1 | Thực hành tiếng 2B1                                                     |   03   |    |     4      |     *     | -5481544301582386233 |
| 62CHI22B2 | Thực hành tiếng 2B2                                                     |   03   |    |     4      |     *     | -6307665305775076726 |
| 62CHI4CHT | Tiếng Trung Quốc Du lịch                                                |   03   |    |     3      |     *     | -6517255228880030414 |
| 62ENG3FL3 | Ngoại ngữ 2 - 1B1                                                       |   03   |    |     3      |     *     | -7202272277902350786 |
| 62ENG3FL4 | Ngoại ngữ 2 - 2B1                                                       |   03   |    |     3      |     *     | -6096794826370034929 |
| 62KOR21B2 | Thực hành tiếng 1B2                                                     |   03   |    |     4      |     *     | -8331977326598414877 |
| 62KOR22B2 | Thực hành tiếng 2B2                                                     |   03   |    |     4      |     *     | -6588790059387553985 |
| 62KOR23B1 | Thực hành tiếng 3B1                                                     |   03   |    |     4      |     *     | -9117335406833066982 |
| 62KOR33C1 | Thực hành tiếng 3C1                                                     |   03   |    |     4      |     *     | -4780977199924366386 |
|  BUS1001  | Khái niệm phân tích dữ liệu tài chính                                   |   03   |    |     1      |  1DBA-38  | -6113599902150480270 |
|  BUS1BUE  | Nghiên cứu các vấn đề về kinh tế                                        |   03   |    |     1      |  1DBA-38  | -7063467064659324982 |
|  BUS1SBY  | Chiến lược bền vững                                                     |   03   |    |     1      |  1DBA-39  | -5974092785621172752 |
|  ECM1001  | Kinh tế học và phân tích dữ liệu tài chính                              |   03   |    |     1      |  1DBA-39  | -7869544814239271111 |
|  FIN1FOF  | Tài chính căn bản                                                       |   03   |    |     1      |  1DBA-39  | -9061039990071609118 |
|  MGT1OBE  | Hành vi tổ chức                                                         |   03   |    |     1      |  1DBA-38  | -5060993983813017602 |
|  MKT1ADD  | Marketing trong thời đại công nghệ                                      |   03   |    |     1      |  1DBA-38  | -6588311762946412311 |
|  MKT1MDP  | Marketing căn bản                                                       |   03   |    |     1      |  1DBA-39  | -7058912441289431563 |
| 61PED1MDR | Chạy cự ly trung bình (800m-1500m)                                      | 03.01  |    |     1      |     *     | -9038923487211876299 |
| 61PED1AB1 | Thể dục nhịp điệu 1                                                     | 03.02  |    |     1      |     *     | -7604163713161115885 |
| 61PED1BB1 | Bóng rổ 1                                                               | 03.02  |    |     1      |     *     | -7439246687975546223 |
| 61PED1FF1 | Bóng đá cơ bản 1                                                        | 03.02  |    |     1      |     *     | -8400356891078584629 |
| 61PED1LJP | Nhảy xa                                                                 | 03.02  |    |     1      |     *     | -5014479187168633239 |
| 61PED1MDR | Chạy cự ly trung bình (800m-1500m)                                      | 03.02  |    |     1      |     *     | -9038923487211876299 |
| 61PED1OMR | Chạy 100m                                                               | 03.02  |    |     1      |     *     | -6785881869442910352 |
| 61PED1PP1 | Bóng bàn 1                                                              | 03.02  |    |     1      |     *     | -7172264539467029069 |
| 61PED1VB1 | Bóng chuyền 1                                                           | 03.02  |    |     1      |     *     | -5121205882893808066 |
| 61PED1AB1 | Thể dục nhịp điệu 1                                                     | 03.03  |    |     1      |     *     | -7604163713161115885 |
| 61PED1BB1 | Bóng rổ 1                                                               | 03.03  |    |     1      |     *     | -7439246687975546223 |
| 61PED1FF1 | Bóng đá cơ bản 1                                                        | 03.03  |    |     1      |     *     | -8400356891078584629 |
| 61PED1LJP | Nhảy xa                                                                 | 03.03  |    |     1      |     *     | -5014479187168633239 |
| 61PED1MDR | Chạy cự ly trung bình (800m-1500m)                                      | 03.03  |    |     1      |     *     | -9038923487211876299 |
| 61PED1OMR | Chạy 100m                                                               | 03.03  |    |     1      |     *     | -6785881869442910352 |
| 61PED1PP1 | Bóng bàn 1                                                              | 03.03  |    |     1      |     *     | -7172264539467029069 |
| 61PED1VB1 | Bóng chuyền 1                                                           | 03.03  |    |     1      |     *     | -5121205882893808066 |
| 61FIT3SS1 | Chuyên đề 1                                                             | 03.20  |    |     3      |     *     | -9129101719185074521 |
| 61RUS21B2 | Thực hành tiếng 1B2                                                     | 03.21  |    |     4      |     *     | -6623951168317023120 |
| 61RUS22B2 | Thực hành tiếng 2B2                                                     | 03.21  |    |     4      |     *     | -5134296682426629311 |
| 61RUS23B1 | Thực hành tiếng 3B1                                                     | 03.21  |    |     3      |     *     | -5853163397597160459 |
| 61VIP1INL | Dẫn luận Ngôn ngữ học                                                   | 03_CT3 |    |     2      |     *     | -5881777718642552118 |
| 61VIP2HWC | Lịch sử Văn minh Thế giới                                               | 03_CT4 |    |     2      |     *     | -4799280989380546857 |
| 61VIP2VIU | Tiếng Việt trong Hành chức                                              | 03_CT4 |    |     2      |     *     | -7709790954328887225 |
| 61VIP2HAS | Hà Nội học                                                              | 03_CT5 |    |     2      |     *     | -9004530807955325198 |
| 61FIT1CSK | Ứng dụng Công nghệ thông tin                                            | 03_ST3 |    |     3      |     *     | -6862781927468674348 |
| 61VIP1IVC | Cơ sở Văn hóa Việt Nam                                                  | 03_ST3 |    |     2      |     *     | -6400185017111239232 |
| 61VIP2IVL | Nhập môn Việt ngữ học                                                   | 03_ST3 |    |     2      |     *     | -6975917220210852622 |
| 61VIP2VTS | Văn bản tiếng Việt                                                      | 03_ST5 |    |     2      |     *     | -5347862728087070641 |
| 61CHI21B2 | Thực hành tiếng 1B2                                                     |   04   |    |     4      |     *     | -8293970629294100646 |
| 61CHI22B1 | Thực hành tiếng 2B1                                                     |   04   |    |     4      |     *     | -7029325378800326610 |
| 61CHI22B2 | Thực hành tiếng 2B2                                                     |   04   |    |     4      |     *     | -4862848488757382005 |
| 61CHI3CCS | Đất nước học Trung Quốc                                                 |   04   |    |     4      |     *     | -7910469008798812307 |
| 61CHI3FL1 | Ngoại ngữ 2 - tiếng Trung Quốc A1                                       |   04   |    |     3      |     *     | -6514990679865868620 |
| 61CHI3FL2 | Ngoại ngữ 2 - tiếng Trung Quốc A2                                       |   04   |    |     4      |     *     | -8408827065961128102 |
| 61CHI3HCL | Lịch sử Văn học Trung Quốc                                              |   04   |    |     3      |     *     | -6479626068410150727 |
| 61CHI3IP1 | Phiên dịch 1                                                            |   04   |    |     3      |     *     | -8035793622817872202 |
| 61CHI3TP1 | Biên dịch 1                                                             |   04   |    |     3      |     *     | -8012236479553473539 |
| 61CHI4GR2 | Ngữ pháp tiếng Trung Quốc 2                                             |   04   |    |     3      |     *     | -8379785813342065769 |
| 61CHI4IP3 | Phiên dịch 3                                                            |   04   |    |     3      |     *     | -6444501025120647334 |
| 61CHI4TP3 | Biên dịch 3                                                             |   04   |    |     3      |     *     | -8702610779617777857 |
| 61ENG2LS3 | Kỹ năng nghe 3 (B2)                                                     |   04   |    |     3      |     *     | -8617527017331120247 |
| 61ENG2RS3 | Kỹ năng đọc 3 (B2)                                                      |   04   |    |     3      |     *     | -8737384119288294439 |
| 61ENG2SS3 | Kỹ năng nói 3 (B2)                                                      |   04   |    |     3      |     *     | -7647452543368919412 |
| 61ENG2WS3 | Kỹ năng viết 3 (B2)                                                     |   04   |    |     3      |     *     | -8139878013465486927 |
| 61ENG3CSC | Văn hóa các nước nói tiếng Anh                                          |   04   |    |     3      |     *     | -6931683429002642336 |
| 61ENG3FL1 | Ngoại ngữ 2 - tiếng Anh A1                                              |   04   |    |     3      |     *     | -7796445969911586109 |
| 61ENG3FL2 | Ngoại ngữ 2 - tiếng Anh A2                                              |   04   |    |     4      |     *     | -7731635415075749833 |
| 61ENG3INR | Nhập môn Nghiên cứu                                                     |   04   |    |     2      |     *     | -6263757329278351956 |
| 61ENG3IP1 | Phiên dịch 1                                                            |   04   |    |     3      |     *     | -5017852784678965757 |
| 61ENG3ITI | Nhập môn Biên - Phiên dịch                                              |   04   |    |     2      |     *     | -6133755963002159235 |
| 61ENG3LAT | Lý thuyết Học ngoại ngữ                                                 |   04   |    |     2      |     *     | -4998575842750702194 |
| 61ENG3LEC | Văn học các nước nói tiếng Anh                                          |   04   |    |     4      |     *     | -8044880587727807596 |
| 61ENG3LEX | Từ vựng học tiếng Anh                                                   |   04   |    |     3      |     *     | -7251883793120932201 |
| 61ENG3TP1 | Biên dịch 1                                                             |   04   |    |     3      |     *     | -8311260785360921734 |
| 61ENG4PLT | Tâm lý học trong Giảng dạy Ngôn ngữ                                     |   04   |    |     3      |     *     | -5293209727283096296 |
|  61ESP1A2 | Thực hành tiếng A2                                                      |   04   |    |     14     |  1C-22ACN | -7190844232560598723 |
| 61GER21B2 | Thực hành tiếng 1B2                                                     |   04   |    |     4      |     *     | -6598575433489086206 |
| 61GER22B2 | Thực hành tiếng 2B2                                                     |   04   |    |     4      |     *     | -4824709008571240206 |
| 61GER23B2 | Thực hành tiếng 3B2                                                     |   04   |    |     3      |     *     | -8810814727136044016 |
| 61GER33C1 | Thực hành tiếng 3C1                                                     |   04   |    |     3      |     *     | -4673691373228299509 |
| 61GER34C1 | Thực hành tiếng 4C1                                                     |   04   |    |     3      |     *     | -5633743630240015013 |
| 61KOR4IP2 | Phiên dịch 2                                                            |   04   |    |     3      |     *     | -6142582232716009604 |
| 61KOR4STI | Biên phiên dịch chuyên ngành                                            |   04   |    |     2      |     *     | -7328538298658799356 |
| 61KOR4TP2 | Biên dịch 2                                                             |   04   |    |     3      |     *     | -8956569334721907958 |
| 62CHI21B2 | Thực hành tiếng 1B2                                                     |   04   |    |     4      |     *     | -7726834521524405457 |
| 62CHI22B1 | Thực hành tiếng 2B1                                                     |   04   |    |     4      |     *     | -5481544301582386233 |
| 62CHI22B2 | Thực hành tiếng 2B2                                                     |   04   |    |     4      |     *     | -6307665305775076726 |
